Primula pseudodenticulata													FJ786556	FJ794187	FJ828590																																					
Primula hidakana			AF402544											AF402424														AF394998																								
Primula sinomollis													FJ786605	FJ794237	FJ828634																																					
Primula renifolia						HM629171																							HM628943												HM629013											
Primula saturata													FJ786623	FJ794256	FJ828650																																					
Cyclamen cilicium						AM990474							AM990492	AJ236985																																						
Cyclamen balearicum						AF164000							AM990491	AM990517																																						
Cyclamen cyprium						AF164002							AM990496	AJ236991																																						
Cyclamen parviflorum						AM990480							AM990504	AM990530																																						
Cyclamen africanum						AF163999							AM990490	AM990516																																						
Cyclamen libanoticum						AF164005							AM990502	AJ236997																																						
Cyclamen alpinum						AM990485							AM990513	AJ237008																																						
Cyclamen creticum						AM990476							AM990495	AM990521																																						
Cyclamen coum						AF164001							AM990494	AM990520																																						
Cyclamen somalense			DQ384934			DQ384932								DQ384936																																						
Cyclamen pseudibericum						AF164007							AM990509	AM990535																																						
Cyclamen intaminatum						AF164010							AM990501	AM990527																																						
Cyclamen mirabile						AF164006							AM990503	AM990529																																						
Cyclamen rohlfsianum						AF164009							AM990512	AM990538																																						
Pycnandra griseosepala				EU661414																																					EU661480				EU661528							
Pycnandra blanchonii				EU661390																																					EU661461				EU661509							
Pycnandra schmidii				EU661396																																					EU661466				EU661514							
Letestua durissima																																											AM179779		AM179724					AM179592		
Micropholis garciniifolia															HM446713													HM446833																	HM446965							
Micropholis porphyrocarpa						FJ037883								FJ039197														JQ626009																								
Douglasia montana						AY275024								AY275002						AJ491446																																
Eberhardtia tonkinensis						AF456258								AF534666													AY163750																									
Planchonella novozelandica						AF396230								AF396221																																			EU264331			
Planchonella xylocarpa				HE860236		DQ154049																									JF738490																					
Planchonella thyrsoidea				HE860230		HE860112																									JF738448																					
Planchonella australis				HE860173		AY552148																																					AY230713									
Planchonella myrsinoides				HE860214		AY552142																																					AY230722									
Planchonella costata				HE860178		DQ499144											GU476466																																			
Diospyros morrisiana															HQ427383													HQ427240																HQ415533								
Diospyros batocana																								FJ238262																				FJ238219							FJ238176	
Diospyros cathayensis						FJ624404									GU471717													GU471700																								
Diospyros chamaethamnus																								FJ238263																				FJ238220							FJ238177	
Diospyros zenkeri															FJ238140																													FJ238225							FJ238182	
Diospyros oleifera						AB175016									AB174997													GU471696																								
Diospyros eriantha															HQ415355													HQ415185																HQ415534								
Dionysia gaubae						AY680740							AY680783	AY680827																																						
Dionysia lamingtonii						AY680743							AY680786	AY680830																																						
Dionysia denticulata						AY680721							AY680764	AY680808																																						
Dionysia sarvestanica						AY680715							AY680758	AY680802																																						
Dionysia lindbergii						AY680748							AY680791	AY680835																																						
Dionysia termeana						AY680747							AY680790	AY680834																																						
Dionysia iranica						AY680741							AY680784	AY680828																																						
Dionysia haussknechtii						AY680720							AY680763	AY680807																																						
Dionysia oreodoxa						AY680744							AY680787	AY680831																																						
Dionysia archibaldii						AY680737							AY680780	AY680824																																						
Dionysia odora						AY680719							AY680762	AY680806																																						
Dionysia rhaptodes						AY680745							AY680788	AY680832																																						
Dionysia mozaffarianii						AY680716							AY680759	AY680803																																						
Dionysia khatamii						AY680742							AY680785	AY680829																																						
Dionysia khuzistanica						AY680727							AY680770	AY680813																																						
Dionysia viscidula						AY680722							AY680765	AY680809																																						
Dionysia caespitosa						AY680738							AY680781	AY680825																																						
Dionysia freitagii						AY680729							AY680772	AY680815																																						
Dionysia bryoides						AY680728							AY680771	AY680814																																						
Dionysia curviflora						AY680739							AY680782	AY680826																																						
Dionysia michauxii						AY680714							AY680757	AY680801																																						
Dionysia teucrioides						AY680734							AY680777	AY680820																																						
Chrysophyllum mexicanum						JF912991							JF913194									JF913101																														
Chrysophyllum bicolor						JF912987							JF913188									JF913095																														
Chrysophyllum pauciflorum						JF912986							JF913189									JF913096																														
Bonellia umbellata														AY228611														Z80206															AF207962									
Bonellia frutescens														AY228615														AF213816															AY228592									
Bonellia stenophylla														AY228620														AF213815															AY228580									
Maesa salicifolia															HQ415257													HQ415072																HQ415424								
Clavija lancifolia					AY727962								JF275973																	JF275971																						
Ardisia standleyana															GQ981940	GQ982152												GQ981671																								
Ardisia revoluta															JQ588470	GQ429133												JQ592919																								
Ardisia glauca															HM446657	HM446888												HM446759																								
Ardisia involucrata						JF416246								JF416266	JF416273																																					
Ardisia ensifolia						JN253021										JN253123															JN253177																					
Ardisia bartlettii															GQ981938	GQ982150												GQ981669																								
Ardisia paniculata													JF416256	JF416267	JF416270																																					
Ardisia maculosa						JN253020										JN253122															JN253176																					
Lysimachia vittiformis						AF547711								AF547766																													AY840003									
Lysimachia nutantiflora						AF547710								AF547765																													AY840011									
Lysimachia microcarpa						AF547732								AF547774																													AY840013									
Lysimachia alpestris						AF547685								AF547742																													AY839997									
Lysimachia confertifolia						AF547715								AF547770																													AY840012									
Lysimachia azorica						AF164017									HM850733													HM850151																								
Lysimachia punctata						AF547718								AF547780																													AY839987									
Lysimachia petelotii						AF547713								AF547768																													AY839998									
Lysimachia lancifolia						AF547717								AF547772																													AY840006									
Lysimachia minoricensis	AF213778																											AF213809															AF213749									
Androsace sublanata													FJ786608	FJ794240	FJ828637																																					
Androsace alpina						AY275052								AY274975						AJ491444																																
Samolus dichondrifolius						HQ284124							HQ284095	HQ284068																																						
Samolus latifolius						HQ284115								HQ284064																											HQ284152											
Samolus cinerascens						HQ284129							HQ284100	HQ284073																																						
Vitellaria paradoxa																																											AM179804		AM179776					AM179644		
Lissocarpa ronliesneri	DQ923972													DQ924297	DQ924080																																					
Pouteria reticulata															JQ589189													JQ625962																	GQ982327							
Pouteria stipitata															GQ982069													GQ981842																	GQ982328							
Pouteria fossicola															GQ982068													GQ981840																	GQ982326							
Sideroxylon puberulum						AM408094																																		AM407995			AM407953								AM407811	
Sideroxylon beguei						AM408062																																					AM407936		AM407734					AM407758		
Sideroxylon capuronii						AM408066																																					AM407939		AM407736						AM407798	
Sideroxylon tambolokoko						AM408103																																					AM407958		AM407754						AM407815	
Primula bracteosa			DQ378476											DQ378565	DQ378371									DQ378776																												
Primula minor			DQ378495											DQ378584	DQ378394									DQ378799																												
Primula kialensis						JF977999									JF955717													JF943656																JN046529								
Primula rotundifolia			DQ378500											AF402407	DQ378402									DQ378807																												
Primula luteola			AF402461											AF402343	DQ378309									DQ378714																												
Primula stuartii			DQ378493											DQ378582	DQ378392									DQ378797																												
Primula reptans			AF402496											AF402376	DQ378336									DQ378741																												
Primula littledalei			DQ378499											DQ378588	DQ378401									DQ378806																												
Primula sorachiana								AB003580																D85700														AB011628				AB003573										
Primula odontocalyx			DQ378473											DQ378562	DQ378368									DQ378773																												
Primula asarifolia			DQ378502											DQ378591	DQ378405									DQ378810																												
Primula bracteata			AF402548											AF402429	DQ378409									DQ378814																												
Primula aureata			DQ378478											DQ378567	DQ378375									DQ378780																												
Primula agleniana						JF977930									JF955648													JF943586																JN046458								
Primula cernua			DQ378446											DQ378535	DQ378317									DQ378722																												
Primula fedtschenkoi			AF402526											AF402406	DQ378399									DQ378804																												
Primula diantha						JF977981									JF955698													JF943637																JN046510								
Primula muscoides			DQ378461											DQ378550	DQ378337									DQ378742																												
Primula rupestris						AF323697							FJ786566	FJ794197	FJ828585																																					
Primula cachemiriana			DQ378452											DQ378541	DQ378325									DQ378730																												
Primula flaccida			AF402465											AF402347	DQ378318									DQ378723																												
Primula tenuiloba			DQ378462											DQ378551	DQ378338									DQ378743																												
Primula wigramiana			DQ378449											DQ378538	DQ378321									DQ378726																												
Primula florida			DQ378437											DQ378526	DQ378302									DQ378707																												
Primula oreodoxa						JF978021									JF955741													JF943678																JN046551								
Primula mollis			DQ378510											AF402427	DQ378419									DQ378824																												
Primula glomerata			DQ378451											DQ378540	DQ378324									DQ378729																												
Primula clarkei			AF402460											AF402342	DQ378307									DQ378712																												
Primula prattii						JF978032									JF955753													JF943689																JN046563								
Primula daonensis						AJ427772																												JQ755577	JQ755621				JQ755536													
Primula deuteronana			DQ378477											DQ378566	DQ378372									DQ378777																												
Primula filchnerae						AF323702							FJ786554	FJ794185	FJ828588																																					
Primula munroi						JF978014									JF955736													JF943672																JN046546								
Primula merrilliana						HQ199868							FJ786565	FJ794196	FJ828589																																					
Primula prenantha			AF402519											AF402399	DQ378383									DQ378788																												
Primula orbicularis			DQ378489											DQ378578	DQ378388									DQ378793																												
Primula reidii			AF402467											AF402349	DQ378320									DQ378725																												
Primula prolifera			DQ378485											AF402401	DQ378384									DQ378789																												
Primula firmipes			AF402502											AF402382	DQ378360									DQ378765																												
Primula glabra			DQ378457											DQ378546	DQ378331									DQ378736																												
Primula baldshuanica			DQ378464											DQ378553	DQ378342									DQ378747																												
Primula stirtoniana			DQ378459											DQ378548	DQ378334									DQ378739																												
Primula tardiflora						JF978064									JF955787													JF943722																JN046595								
Primula leucophylla			JX231063			JX231021								JX231096																							JX231042															
Primula hongshanensis			DQ378492											DQ378581	DQ378391									DQ378796																												
Primula apennina						AJ427754																												JQ755575	JQ755619				JQ755534													
Primula advena			AF402525											AF402405	DQ378396									DQ378801																												
Primula tosaensis			DQ378504											DQ378593	DQ378411									DQ378816																												
Primula melanops						JF978005									JF955725													JF943662																JN046534								
Primula spicata						JF978061									JF955783													JF943717																JN046591								
Primula szechuanica						JF978063									JF955785													JF943720																JN046593								
Primula elliptica			AF402459											AF402341	DQ378306									DQ378711																												
Primula soongii			DQ378494											DQ378583	DQ378393									DQ378798																												
Primula pedemontana						AJ427791																												JQ755578	JQ755622				JQ755537													
Primula aliciae			DQ378438											DQ378527	DQ378303									DQ378708																												
Primula petelotii			DQ378474											DQ378563	DQ378369									DQ378774																												
Primula pumilio			AF402493											AF402373	DQ378327									DQ378732																												
Primula waltonii			AF402500											AF402380	DQ378359									DQ378764																												
Primula epilosa						JF977985									JF955703													JF943642																JN046516								
Primula exscapa			DQ378472											DQ378561	DQ378367									DQ378772																												
Primula erratica			AF402471											AF402353	DQ378322									DQ378727																												
Cyclamen colchicum						AM990475							AM990493	AJ236986																			JF505199																			
Coris monspeliensis	AF213770													AM990514														U96660															AF213738									
Pycnandra kaalaensis				EU661415		EU661440																																			EU661481				EU661529							
Pycnandra gordoniifolia				EU661392		AY552133																																			EU661462				EU661510							
Pycnandra sarlinii				EU661395		EU661435																																			EU661465				EU661513							
Pycnandra deplanchei				EU661380		AY552120																																			EU661451				EU661499							
Pycnandra balansae				EU661387		AY552123																																			EU661457				EU661505							
Pycnandra fastuosa				EU661412		AY552121																																			EU661478				EU661526							
Pycnandra vieillardii				EU661417		EU661441																																			EU661483				EU661531							
Pycnandra gatopensis				EU661413		EU661439																																			EU661479				EU661527							
Pycnandra litseiflora				EU661393		DQ154060																																			EU661463				EU661511							
Pycnandra carinocostata				EU661405		AY552132																																			EU661472				EU661520							
Pycnandra sessilifolia				EU661397		AY552118																																			EU661467				EU661515							
Pycnandra acuminata				EU661430		AY552124																																			EU661496				EU661544							
Pycnandra chartacea				EU661406		EU661437																																			EU661473				EU661521							
Pycnandra elegans				EU661409		DQ154091																																			EU661475				EU661523							
Pycnandra lissophylla				EU661432		DQ154095																																			EU661498				EU661546							
Pycnandra controversa				EU661408		AY552126																																			EU661474				EU661522							
Pycnandra neocaledonica				EU661416		AY552129																																			EU661482				EU661530							
Pycnandra benthamii				EU661404		EU661436																																			EU661471				EU661519							
Jacquinia keyensis	AF213780													AY228624														AF213817															AF213746									
Jacquinia aculeata						HQ284102							HQ284074	AY228623																											HQ284131											
Euclea pseudebenus															FJ238119									FJ238244																				FJ238201							FJ238159	
Euclea tomentosa									FJ238204		FJ238289													FJ238247																											FJ238162	
Douglasia beringensis			AF402557			AY275018								AY274999	AY647536																																					
Planchonella euphlebia				HE860187		DQ154069									JN564057																JN564324																					
Planchonella sandwicensis				HE860221		DQ154084																																					AY230723		DQ377543							
Planchonella pohlmaniana	AJ235398			HE860216		DQ154079																						AJ235788																								
Planchonella luteocostata				EU661401		EF025099																																			EU661470				EU661518							
Planchonella tahitensis				HE860228		EF025105																																					DQ377524		DQ377544							
Diospyros austroafricana															FJ238123									FJ238249																				FJ238206							FJ238164	
Diospyros monbuttensis															FJ238145									FJ238273																				FJ238230							FJ238187	
Diospyros scabrida															FJ238129									FJ238255																				FJ238212							FJ238170	
Diospyros rabiensis															FJ238147									FJ238275																				FJ238232							FJ238189	
Diospyros viridicans															FJ238150									FJ238278																				FJ238235							FJ238192	
Dionysia involucrata						AY680705							AY680750	AY680793														AF394991																								
Dionysia lurorum						AY680718							AY680761	AY680805														AY753637																								
Dionysia leucotricha						AY680717							AY680760	AY680804														AY753636																								
Dionysia paradoxa						AY680724							AY680753	AY680811														AY753633																								
Dionysia mira						AY680733							AY680776	AY680819														AY753638																								
Dionysia diapensiifolia						AY680713							AY680756	AY680800														AY753635																								
Dionysia esfandiarii						AY680712							AY680755	AY680799														AY753634																								
Dionysia janthina						AY680711							AY680754	AY680798														AF395007																								
Dionysia microphylla						AY680706							AY680751	AY680794														AF394993																								
Chrysophyllum eximium						FJ037866								FJ039179														JQ625950																	FJ039054							
Bonellia nervosa														AY228614	JQ588859													JQ593549															AY228590									
Maesa myrsinoides	AJ235525				AF479152																							Z80203																					EU264330			
Omphalogramma minus						JF977192									JF954772																JF942677	JN045614																				
Omphalogramma tibeticum						JF977199									JF954781																JF942687	JN045627																				
Omphalogramma forrestii						JF977187									JF954767																JF942673	JN045613																				
Omphalogramma elegans						JF977182									JF954761																JF942668	JN045606																				
Clavija euerganea	AF213771													AY228609																													AF213737						EU264363			
Ardisia chinensis						JN252968									JN253022	JN253070															JN253124																					
Ardisia curvula						JN252975									JN253028	JN253077															JN253131																					
Ardisia elegans						JN252996									JN253049	JN253099															JN253153																					
Ardisia dasyrhizomatica						JN252970									JN253023	JN253071															JN253126																					
Ardisia ordinata						JN253009									JN253060	JN253111															JN253165																					
Ardisia verbascifolia						JN638408									JN638409													JN638410																JN638411								
Ardisia fordii						JN253002									JN253053	JN253104															JN253158																					
Ardisia solanacea						JF416245							JF416255	JF416265	JF416278																																					
Ardisia argenticaulis						JN253016									JN253066	JN253118															JN253172																					
Ardisia corymbifera						JN253018									JN253068	JN253120															JN253174																					
Monotheca buxifolia	AF420977																										AF421018	AF421097															AF421066									
Sebertia gatopensis				EU661431		DQ154092																																			EU661497				EU661545							
Autranella congolensis																																											AY230666		AM179710					AM179581	AM179648	
Leptostylis grandifolia				EU661384		DQ154053																																			EU661454				EU661502							
Leptostylis goroensis				EU661383		DQ154052																																			EU661453				EU661501							
Corbassona intermedia				EU661381		AY552119																																			EU661452				EU661500							
Lysimachia hemsleyana						JF976932									JF954484													JF942398																JN045342								
Lysimachia klattiana						JF976947									JF954501													JF942415																JN045363								
Lysimachia pendens						GQ258048															GQ258026																				GQ258004					GQ257931						
Lysimachia patungensis						JF976967									JF954521													JF942435																JN045380								
Lysimachia ephemerum						AF547720								AF547798														AF213807															AY839976									
Lysimachia hemsleyi						JF976934									JF954485													JF942402																JN045350								
Lysimachia erosipetala						JF976915									JF954464													JF942378																JN045326								
Lysimachia chekiangensis						JF976891									JF954438													JF942352																JN045300								
Lysimachia gesnerioides						JF976926									JF954476													JF942390																JN045338								
Lysimachia chapaensis						JF976889									JF954436													JF942350																JN045297								
Lysimachia pentapetala						JN638407									JF954523													JF942437																JN045385								
Lysimachia heterobotrys						JF976937									JF954490													JF942404																JN045352								
Lysimachia dextrorsiflora						JF976913									JF954462													JF942375																JN045324								
Ochrothallus multipetalus				EU661394		EU661434																																			EU661464				EU661512							
Manilkara mayarensis																																											AM179787		AM179735					AM179603	AM179669	
Niemeyera chartacea				HE860157		DQ154057																																			EU661458				EU661506							
Mimusops comorensis																																											AY230700		AM179740					AM179608	AM179674	
Androsace erecta						AY275097								AY545780														AF395004															AF421115									
Androsace vitaliana		FJ606071				EU109182																FJ692472																								FJ605855						
Androsace sempervivoides			AF402555											AF402436	AY647535									DQ378837																												
Samolus parviflorus						HQ284123							HQ284083	HQ284052																											HQ284139											
Samolus porosus						HQ284104							HQ284085	HQ284056																											HQ284142											
Samolus eremaeus						HQ284103							HQ284084	HQ284054																											HQ284141											
Samolus vagans						HQ284130							HQ284081	HQ284051																											HQ284138											
Samolus spathulatus						HQ284113							HQ284094	HQ284065																											HQ284153											
Myrsine seguinii													AB178628	AB178629	HQ415303																HQ415125																					
Pouteria ambelaniifolia						FJ037886						FJ038789		FJ039234														JQ626230																								
Pouteria singularis												FJ038807		FJ039317														JQ626061																	GQ428715							
Sideroxylon angustum						AM408061																																					AM407935		AM407733					AM407757	AM407795	
Sideroxylon mascatense						AM408085																																							AM179762			AM179565		AM179630	AM179696	
Primula valentinae			DQ378456			AM920475								DQ378545	DQ378330									DQ378735																												
Primula tyrolensis			AJ427903			AJ427795																												JQ755572	JQ755615				JQ755530													
Primula sinolisteri			DQ378501										FJ786606	FJ794238	DQ378404									DQ378809																												
Primula wulfeniana			AJ427859			AJ427799																												JQ755571	JQ755614				JQ755529													
Primula geraniifolia			AF402546										FJ786610	FJ794242	FJ828638									DQ378822																												
Primula cottia			AJ427904			AJ427796																												JQ755576	JQ755620				JQ755535													
Primula simensis			DQ378432			AJ491676								DQ378521	DQ378295									DQ378700																												
Primula watsonii			DQ378443										FJ786584	FJ794215	FJ828615									DQ378719																												
Primula maximowiczii			DQ378497			AM920497								DQ378586	DQ378398									DQ378803																												
Primula tschuktschorum			AF402523			AM920495								AF402403	DQ378395									DQ378800																												
Primula pinnatifida			DQ378445										FJ786570	FJ794201	DQ378316									DQ378721																												
Primula primulina			DQ378460										FJ786613	FJ794245	DQ378335									DQ378740																												
Primula serrata			DQ378465			AM920469								DQ378554	DQ378343									DQ378748																												
Primula reticulata			DQ378470			AF396694								DQ378559	DQ378358									DQ378763																												
Primula glaucescens			AJ427893			AJ427774																												JQ755582	JQ755626				JQ755541													
Primula latifolia			AJ427897			JQ755722																												JQ755608	JQ755655				JQ755561													
Primula vialii			AF402466											AF402348	DQ378313									DQ378718	AY234126																											
Primula caveana			DQ378498										FJ786612	FJ794244	FJ828640									DQ378805																												
Primula villosa			AJ427905			AJ427797																												JQ755573	JQ755616				JQ755531													
Primula muscarioides			AF402463											DQ378530	DQ378311									DQ378716				AF394970																								
Primula warshenewskiana			DQ378440			AM920477								DQ378529	DQ378308									DQ378713																												
Primula latisecta			DQ378509										FJ786576	FJ794207	FJ828608									DQ378821																												
Primula allionii			AJ427887			JQ755782																												JQ755606	JQ755652				JQ755565													
Primula spectabilis			AJ427902			AJ427794																												JQ755574	JQ755617				JQ755532													
Cyclamen purpurascens			AF402564			AF164008							AM990510	AM990536																			JF505196																			
Micropholis obscura						FJ037881						FJ038785		FJ039193														JQ626160																	GQ428708							
Neolemonniera clitandrifolia																																											AY230703		AM179745			AM179548		AM179613	AM179679	
Vitellariopsis dispar																																											AY603785		AM179736			AM179576		AM179641	AM179670	
Vitellariopsis cuneata																																											AY230743		AM179772			AM179575		AM179640	AM179706	
Vitellariopsis marginata																																											AM179803		AM179775			AM179578		AM179643	AM179709	
Vitellariopsis kirkii																																											AY603786		AM179774			AM179577		AM179642	AM179708	
Euclea schimperi									FJ238203		FJ238288				FJ238121									FJ238246																											FJ238161	
Douglasia nivalis	AF213766					AY275028								AY274991														AF213796															AF213742									
Madhuca longifolia																																											AM179781		AM179726			AM179531		AM179594	AM179660	
Madhuca macrophylla	DQ923982													DQ924308	DQ924091													EU980806															DQ924199									
Madhuca hainanensis																																											AM179780		AM179725			AM179530		AM179593	AM179659	
Soldanella minima			DQ378518			AJ306344								DQ378607	DQ378426									DQ378833																												
Soldanella villosa			DQ378519			AJ306361								DQ378608	DQ378427									DQ378834																												
Soldanella pusilla			AF402553			AJ306353								AF402434										DQ378831				AF395000																								
Soldanella montana	AF213791					AJ306348												AJ491429										U96943															AF213761									
Diospyros rotundifolia											FJ238300				FJ238135									FJ238261																				FJ238218							FJ238175	
Diospyros iturensis											FJ238302				FJ238137									FJ238265																				FJ238222							FJ238179	
Diospyros malabarica											FJ238312				FJ238151									FJ238279																				FJ238236							FJ238193	
Diospyros crassiflora											FJ238301				FJ238136									FJ238264																				FJ238221							FJ238178	
Diospyros kirkii											FJ238297				FJ238132									FJ238258																				FJ238215							FJ238172	
Diospyros fischeri											FJ238292				FJ238125									FJ238251																				FJ238208							FJ238166	
Diospyros soubreana											FJ238310				FJ238148									FJ238276																				FJ238233							FJ238190	
Diospyros loureiriana											FJ238294				FJ238127									FJ238253																				FJ238210							FJ238168	
Diospyros calciphila	EU980817													EU981002	EU980940													EU980659													EU981074											
Diospyros duclouxii											FJ238305				FJ238141									FJ238269																				FJ238226							FJ238183	
Diospyros dendo											FJ238308				FJ238144									FJ238272																				FJ238229							FJ238186	
Dionysia tapetodes			AF402456											AF402338	DQ378300									DQ378705				AF394992																								
Chrysophyllum prieurii						FJ037867						FJ038775		FJ039349														JQ626139			GQ428633																					
Cortusa brotheri			DQ378513											DQ378602	DQ378422									DQ378827				AF394964																								
Labramia costata																																											AY230689		AM179721			AM179528		AM179590	AM179657	
Clavija domingensis							AF420918							AY228607													AF420995	AF213818															AY228595									
Clavija costaricana						HQ284101							HQ284075		JQ588866													JQ593554													HQ284132											
Bryocarpum himalaicum			DQ378516			AJ491672								DQ378605	DQ378424			AJ491428																																		
Ardisia lindleyana						JN645193									JN253059	JN253109															JN253164					JN253008																
Ardisia hanceana						JN645189									JN253065	JN253116															JN253170					JN253014																
Ardisia guianensis						JF416237							JF416253	JF416263	JF416280													GQ981670																								
Ardisia opegrapha						JF416239							JF416249	JF416260	JF416276													JQ594924																								
Faucherea parvifolia																																											AY230687		AM179719			AM179526		AM179588	AM179655	
Anagallis rhodesiaca			EU150386			AY855148							EU150406	AY855104																													AY856432									
Anagallis angustiloba			EU150393			AY855134							EU150413	AY855110																													AY856419									
Anagallis monelli			EF437023			AY855144							EF437041	AY855123																													AY839967									
Anagallis rubricaulis			EU150387			EU150424							EU150407	EU150425																													EU169017									
Anagallis crassifolia			EU150401			AY855136							EU150421	AY855106																													AY856421									
Anagallis tenuicaulis			EU150388			AY855151							EU150408	AY855103																													AY839970									
Anagallis nummulariifolia			EU150391			AY855145							EU150411	AY855105																													AY856429									
Anagallis acuminata			EU150384			AY855132							EU150404	AY855109																													AY856417									
Anagallis serpens			EU150397			AY855149							EU150417	AY855113																													AY839971									
Anagallis hexamera			EU150394			AY855139							EU150414	AY855112																													AY856424									
Anagallis kochii			EU150389			AY855142							EU150409	AY855108																													AY856427									
Anagallis oligantha			EU150396			AY855146							EU150416	AY855114																													AY856430									
Anagallis kingaensis			EU150395			AY855141							EU150415	AY855111																													AY856426									
Anagallis alternifolia			EU150398			AY855133							EU150418	AY855118																													AY839972									
Anagallis djalonis			EU150390			AY855137							EU150410	AY855107																													AY856422									
Anagallis pumila			EU150385			AY855147							EU150405	AY855115																													AY856431									
Anagallis filiformis			EU150399			AY855138							EU150419	AY855119																													AY856423									
Anagallis platyphylla			EF437025			EF436997							EF437043	EF437059																													EF437010									
Anagallis collina			EF437022			EF436995							EF437040	EF437057																													EF437008									
Anagallis huttonii			EU150392			AY855140							EU150412	AY855117																													AY856425									
Asterolinon adoense			EF437030			AY855152							EF437048	AY855127																													AY839965									
Leptostylis petiolata				EU661385		AY552134																																			EU661455		AY230693		EU661503							
Lysimachia fortunei						JF976924								AF547763	JF954475													JF942389																JN045336								
Lysimachia alfredii						JN638405									JF954430													JF942344															AY839984	JN045292								
Lysimachia crispidens						JF976905								AF547751	JF954455													JF942369																JN045316								
Lysimachia heterogenea						JF976938								AF547753	JF954493													JF942407																JN045355								
Lysimachia capillipes						JF976887									JF954434													JF942348															AY839999	JN045296								
Lysimachia longipes						JF976952								AF547757	JF954506													JF942422																JN045370								
Lysimachia decurrens						JF976907								AF547759	JF954457													JF942371																JN045319								
Lysimachia omeiensis						JF976958								AF547800	JF954512													JF942426																JN045374								
Northea seychellana																																											AY230706		AM179747			AM179550		AM179615	AM179681	
Tieghemella heckelii																																											AY230742		AM179771			AM179574		AM179639	AM179705	
Manilkara concolor																																											AM179784		AM179730			AM179535		AM179598	AM179664	
Manilkara obovata																																											AM179789		AM179737			AM179541		AM179605	AM179671	
Manilkara kauki																																											AY230695		AM179734			AM179539		AM179602	AM179668	
Manilkara discolor																																											AM179785		AM179731			AM179536		AM179599	AM179665	
Manilkara butugi																																											AM179782		AM179728			AM179533		AM179596	AM179662	
Niemeyera whitei				EU661388		AY552137																																			EU661459		AY230705		EU661507							
Diploknema oligomera																																											AY603775		AM179717			AM179524		AM179586	AM179653	
Diploknema butyracea																																											AY230681		AM179716			AM179523		AM179585	AM179652	
Burckella macropoda																																											AY603773		AM179713			AM179520		AM179582	AM179649	
Mimusops caffra																																											AM179790		AM179739			AM179543		AM179607	AM179673	
Mimusops elengi																																											AY230701		AM179741			AM179544		AM179609	AM179675	
Hottonia inflata			DQ378520											DQ378609	DQ378428									DQ378836				AY753596																								
Androsace hedraeantha		EF189905				AY275046								AY275010								EF587896																								EF189904						
Androsace halleri		EF152451				EU655566								EU655589								EF152464																								EF152438						
Androsace pyrenaica		EF152458				AY275035								AY274977								EF152472																								EF152446						
Androsace wulfeniana		EF512033				EU655572								AY274962								EF512092																								EF512061						
Androsace laggeri		EF152453				AY275036								EU655590								EF152469																								EF152443						
Androsace brevis		EF512032				EU655573								AY274964								EF512093																								EF512060						
Androsace ciliata		EF587862				AY275034								AY274982								EF587893																								EF587877						
